,country_code,organization_name,region,income_group,year,total_gdp,total_gdp_million,gdp_variation
3896,EAR,inicial del dividendo demográfico,Sin region,Agregados,2012,10156314631806.0,10156314.631806,4.23155287457715
3897,EAR,inicial del dividendo demográfico,Sin region,Agregados,2013,10297645688404.5,10297645.6884045,4.13807517331118
3898,EAR,inicial del dividendo demográfico,Sin region,Agregados,2014,10651444170099.7,10651444.1700997,4.16732900860524
3899,EAR,inicial del dividendo demográfico,Sin region,Agregados,2015,10131735163334.4,10131735.1633344,4.46851292089003
3900,EAR,inicial del dividendo demográfico,Sin region,Agregados,2016,10458224448027.4,10458224.4480274,4.50032922873625
3901,EAR,inicial del dividendo demográfico,Sin region,Agregados,2017,11295052797674.6,11295052.7976746,4.53961206724507
3902,EAR,inicial del dividendo demográfico,Sin region,Agregados,2018,11421920659971.4,11421920.659971401,3.8030315133403
3903,EAR,inicial del dividendo demográfico,Sin region,Agregados,2019,11637871027178.0,11637871.027178,2.32833296737385
3904,EAR,inicial del dividendo demográfico,Sin region,Agregados,2020,10849641857292.9,10849641.8572929,-4.28443130643797
3905,EAR,inicial del dividendo demográfico,Sin region,Agregados,2021,12633177005843.7,12633177.005843699,6.78761943066488
3906,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1960,154634893528.042,154634.89352804198,0.0
3907,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1961,155170778627.41,155170.77862741,3.77635723228099
3908,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1962,158387606831.315,158387.606831315,5.49186706292922
3909,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1963,176729370270.372,176729.37027037202,7.80514212273937
3910,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1964,202713926530.742,202713.926530742,10.5568517355512
3911,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1965,225620618889.15,225620.61888915,6.99305778809666
3912,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1966,252105603041.088,252105.603041088,8.6773992069642
3913,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1967,273181770839.365,273181.77083936497,7.69620095317084
3914,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1968,301202928676.13,301202.92867613,9.54198235247318
3915,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1969,346860299339.047,346860.299339047,11.5005946958013
3916,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1970,408896539556.337,408896.539556337,5.38827384652978
3917,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1971,453725031770.065,453725.031770065,5.31729554167559
3918,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1972,563009354818.64,563009.35481864,7.21311349156552
3919,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1973,741891037040.445,741891.0370404449,7.66115681306809
3920,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1974,854706042923.218,854706.042923218,0.879557732080201
3921,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1975,935821147762.67,935821.1477626701,3.70488579519571
3922,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1976,1028853168053.41,1028853.16805341,4.25754402714995
3923,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1977,1225991951858.03,1225991.95185803,5.42281231871868
3924,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1978,1546796441106.22,1546796.44110622,5.79801941090139
3925,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1979,1679994249922.13,1679994.2499221298,5.91494466743742
3926,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1980,1815967769395.32,1815967.76939532,3.78656142258819
3927,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1981,2001891533039.33,2001891.53303933,4.67381692662023
3928,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1982,1962329319879.88,1962329.31987988,4.15281191865463
3929,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1983,2087907980154.55,2087907.98015455,4.42727608468452
3930,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1984,2235984997380.42,2235984.99738042,6.16005098968499
3931,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1985,2359536487852.28,2359536.4878522796,5.70025213662655
3932,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1986,3082610420785.46,3082610.42078546,4.92477499713306
3933,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1987,3619763321194.51,3619763.32119451,6.25497680483942
3934,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1988,4354921109375.29,4354921.10937529,7.59981868886159
3935,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1989,4536215440344.3,4536215.4403443,5.15125721096558
3936,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1990,4738186814505.08,4738186.81450508,5.06970601468393
3937,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1991,5349242421939.7,5349242.4219397,4.85256209542524
3938,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1992,5844850548203.31,5844850.54820331,4.2359307771344
3939,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1993,6536236878858.36,6536236.87885836,4.20082036826655
3940,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1994,7403860779033.24,7403860.77903324,5.23701352900083
3941,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1995,8407332504653.75,8407332.50465375,5.66872802325594
3942,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1996,8101129990852.96,8101129.99085296,5.61958864772424
3943,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1997,7744677565998.4,7744677.565998401,4.0544847087214
3944,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1998,6929772564128.86,6929772.56412886,0.447843030025965
3945,EAS,Asia oriental y el Pacífico,Sin region,Agregados,1999,7740373522439.64,7740373.52243964,3.73364972780317
3946,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2000,8374985727131.45,8374985.727131451,5.3910523126347
3947,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2001,7788976174282.74,7788976.17428274,3.30310472531767
3948,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2002,7911873429625.54,7911873.42962554,4.37811810518988
3949,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2003,8699259628292.05,8699259.62829205,4.94661858778763
3950,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2004,9756924029391.23,9756924.029391231,5.86708910547335
3951,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2005,10409558236937.1,10409558.2369371,5.89943640345389
3952,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2006,11031671606764.0,11031671.606764,6.45317688254032
3953,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2007,12325993218625.9,12325993.218625901,7.46728778706076
3954,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2008,14210783479872.0,14210783.479872,4.38605522630114
3955,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2009,14623047438738.2,14623047.438738199,2.55996353542018
3956,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2010,17066377556712.5,17066377.5567125,7.60930266076711
3957,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2011,19790636811566.9,19790636.811566897,5.46500060840098
3958,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2012,21172191176755.0,21172191.176755,5.17944525559686
3959,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2013,21410741686661.6,21410741.6866616,5.24212178111463
3960,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2014,22086206227634.1,22086206.227634102,4.75850893773386
3961,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2015,21997211707026.9,21997211.7070269,4.71563211048156
3962,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2016,22772039950316.9,22772039.9503169,4.66967864196437
3963,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2017,24324883921969.0,24324883.921969,5.05356173742197
3964,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2018,26482255890882.1,26482255.8908821,4.74887988487762
3965,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2019,27028297830157.6,27028297.8301576,3.98661620716271
3966,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2020,27127309724583.3,27127309.7245833,-0.168934440670256
3967,EAS,Asia oriental y el Pacífico,Sin region,Agregados,2021,30911686458694.3,30911686.4586943,5.80774125972047
3968,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1960,0.0,0.0,0.0
3969,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1961,0.0,0.0,0.0
3970,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1962,0.0,0.0,0.0
3971,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1963,0.0,0.0,0.0
3972,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1964,0.0,0.0,0.0
3973,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1965,0.0,0.0,0.0
3974,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1966,0.0,0.0,0.0
3975,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1967,0.0,0.0,0.0
3976,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1968,0.0,0.0,0.0
3977,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1969,0.0,0.0,0.0
3978,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1970,0.0,0.0,0.0
3979,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1971,0.0,0.0,0.0
3980,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1972,0.0,0.0,0.0
3981,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1973,0.0,0.0,0.0
3982,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1974,0.0,0.0,0.0
3983,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1975,0.0,0.0,0.0
3984,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1976,0.0,0.0,0.0
3985,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1977,0.0,0.0,0.0
3986,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1978,0.0,0.0,0.0
3987,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1979,0.0,0.0,0.0
3988,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1980,0.0,0.0,0.0
3989,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1981,0.0,0.0,0.0
3990,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1982,0.0,0.0,0.0
3991,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1983,0.0,0.0,0.0
3992,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1984,0.0,0.0,0.0
3993,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1985,0.0,0.0,0.0
3994,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1986,0.0,0.0,0.0
3995,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1987,0.0,0.0,0.0
3996,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1988,862081279732.117,862081.279732117,0.0
3997,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1989,834087921236.164,834087.9212361639,0.0
3998,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1990,893026222401.701,893026.222401701,-1.45683278110492
3999,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1991,870041609387.923,870041.6093879229,-4.9100286119002
4000,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1992,798686832074.897,798686.832074897,-10.667886535364
4001,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1993,784818139669.443,784818.139669443,-5.93175279133365
4002,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1994,674052484539.188,674052.484539188,-11.167116683169
4003,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1995,721698250959.869,721698.250959869,-1.8587486010544
4004,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1996,729351069661.081,729351.0696610811,-0.112103957125868
4005,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1997,761369808110.426,761369.8081104261,2.8590355772548
4006,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1998,705516663756.022,705516.663756022,-1.56293265021451
4007,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,1999,591787456769.126,591787.456769126,2.35646434210027
4008,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2000,662873791578.569,662873.791578569,8.42362193217416
4009,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2001,655066497573.631,655066.497573631,2.64924265187531
4010,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2002,750711476929.073,750711.476929073,5.48845409139295
4011,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2003,947223687235.239,947223.687235239,6.94028751061393
4012,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2004,1256036185552.0,1256036.185552,8.28924107285938
4013,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2005,1589616896404.08,1589616.89640408,7.35839842576674
4014,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2006,1950078702151.96,1950078.70215196,8.18580411581979
4015,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2007,2509490346118.7,2509490.3461187,7.80343152315766
4016,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2008,3110418177986.23,3110418.17798623,4.23313553772063
4017,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2009,2437792607900.18,2437792.6079001804,-5.72781331912995
4018,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2010,2953062660119.67,2953062.66011967,5.64108666388363
4019,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2011,3670006734228.2,3670006.7342282003,6.28635769935563
4020,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2012,3914702336570.67,3914702.33657067,3.97544645071839
4021,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2013,4150229449045.22,4150229.4490452204,4.04643943589957
4022,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2014,3845830327604.58,3845830.32760458,2.05002634751918
4023,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2015,2921395767800.16,2921395.76780016,0.905341751812756
4024,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2016,2777730405927.09,2777730.40592709,1.57611978681859
4025,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2017,3118194050588.17,3118194.05058817,3.9277018642057
4026,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2018,3182536273975.65,3182536.27397565,3.14725953741379
4027,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2019,3248640014760.21,3248640.01476021,2.23271982752213
4028,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2020,2982626888407.66,2982626.88840766,-1.18318262282496
4029,ECA,Europa y Asia central (excluido altos ingresos),Sin region,Agregados,2021,3517372658753.68,3517372.65875368,7.06829970857221
4030,ECS,Europa y Asia central,Sin region,Agregados,1960,0.0,0.0,0.0
4031,ECS,Europa y Asia central,Sin region,Agregados,1961,0.0,0.0,0.0
4032,ECS,Europa y Asia central,Sin region,Agregados,1962,0.0,0.0,0.0
4033,ECS,Europa y Asia central,Sin region,Agregados,1963,0.0,0.0,0.0
4034,ECS,Europa y Asia central,Sin region,Agregados,1964,0.0,0.0,0.0
4035,ECS,Europa y Asia central,Sin region,Agregados,1965,0.0,0.0,0.0
4036,ECS,Europa y Asia central,Sin region,Agregados,1966,739419045798.97,739419.0457989699,0.0
4037,ECS,Europa y Asia central,Sin region,Agregados,1967,796307885950.48,796307.88595048,0.0
4038,ECS,Europa y Asia central,Sin region,Agregados,1968,832988374298.184,832988.374298184,0.0
4039,ECS,Europa y Asia central,Sin region,Agregados,1969,921339808483.502,921339.8084835019,0.0
4040,ECS,Europa y Asia central,Sin region,Agregados,1970,1019162488952.67,1019162.48895267,0.0
4041,ECS,Europa y Asia central,Sin region,Agregados,1971,1149405903960.21,1149405.90396021,3.68266436251487
4042,ECS,Europa y Asia central,Sin region,Agregados,1972,1377130447867.16,1377130.44786716,4.73989716982169
4043,ECS,Europa y Asia central,Sin region,Agregados,1973,1749159531720.9,1749159.5317209,6.02258183940296
4044,ECS,Europa y Asia central,Sin region,Agregados,1974,1976677749305.18,1976677.74930518,2.15926886005006
4045,ECS,Europa y Asia central,Sin region,Agregados,1975,2309246052102.06,2309246.05210206,-0.535688979401357
4046,ECS,Europa y Asia central,Sin region,Agregados,1976,2400108597142.92,2400108.59714292,4.69107602742542
4047,ECS,Europa y Asia central,Sin region,Agregados,1977,2720248084937.46,2720248.08493746,2.84709693916585
4048,ECS,Europa y Asia central,Sin region,Agregados,1978,3319980423551.0,3319980.423551,3.23001435038503
4049,ECS,Europa y Asia central,Sin region,Agregados,1979,4061374347563.98,4061374.34756398,3.76388043105645
4050,ECS,Europa y Asia central,Sin region,Agregados,1980,4600278663936.51,4600278.66393651,1.33621636198296
4051,ECS,Europa y Asia central,Sin region,Agregados,1981,4094297689432.13,4094297.6894321297,0.475548398481763
4052,ECS,Europa y Asia central,Sin region,Agregados,1982,3945553167477.63,3945553.16747763,0.950090677397412
4053,ECS,Europa y Asia central,Sin region,Agregados,1983,3827611790766.61,3827611.79076661,1.97344413326847
4054,ECS,Europa y Asia central,Sin region,Agregados,1984,3678858423954.35,3678858.42395435,2.64571828659098
4055,ECS,Europa y Asia central,Sin region,Agregados,1985,3807089694981.42,3807089.69498142,2.80399779634189
4056,ECS,Europa y Asia central,Sin region,Agregados,1986,5196364722232.83,5196364.72223283,2.75654648776067
4057,ECS,Europa y Asia central,Sin region,Agregados,1987,6421091424438.7,6421091.4244387,3.08772081918973
4058,ECS,Europa y Asia central,Sin region,Agregados,1988,7147464727521.43,7147464.72752143,4.24955592959324
4059,ECS,Europa y Asia central,Sin region,Agregados,1989,7242781282712.29,7242781.28271229,3.53410400351142
4060,ECS,Europa y Asia central,Sin region,Agregados,1990,8860593304054.82,8860593.30405482,2.32551077447447
4061,ECS,Europa y Asia central,Sin region,Agregados,1991,9141275620324.85,9141275.62032485,0.432814709120535
4062,ECS,Europa y Asia central,Sin region,Agregados,1992,9800978179307.81,9800978.179307811,-0.517387232731622
4063,ECS,Europa y Asia central,Sin region,Agregados,1993,9002567445703.19,9002567.44570319,-0.731741742226276
4064,ECS,Europa y Asia central,Sin region,Agregados,1994,9412850116420.27,9412850.116420269,1.23388853417417
4065,ECS,Europa y Asia central,Sin region,Agregados,1995,10871311245752.5,10871311.2457525,2.13863850590621
4066,ECS,Europa y Asia central,Sin region,Agregados,1996,11095982322837.1,11095982.3228371,1.69483503296841
4067,ECS,Europa y Asia central,Sin region,Agregados,1997,10522887023040.5,10522887.0230405,2.99955851414977
4068,ECS,Europa y Asia central,Sin region,Agregados,1998,10795846412357.4,10795846.412357401,2.59104718804035
4069,ECS,Europa y Asia central,Sin region,Agregados,1999,10677630229457.6,10677630.2294576,2.86993638706157
4070,ECS,Europa y Asia central,Sin region,Agregados,2000,10065982507646.7,10065982.507646699,4.32473658880002
4071,ECS,Europa y Asia central,Sin region,Agregados,2001,10167095927330.5,10167095.9273305,2.19767942105096
4072,ECS,Europa y Asia central,Sin region,Agregados,2002,11134428663904.4,11134428.6639044,1.58256622809634
4073,ECS,Europa y Asia central,Sin region,Agregados,2003,13536025841107.9,13536025.841107901,1.79131603317875
4074,ECS,Europa y Asia central,Sin region,Agregados,2004,15776445792157.6,15776445.7921576,3.17772914787034
4075,ECS,Europa y Asia central,Sin region,Agregados,2005,16782232363361.7,16782232.363361698,2.66038801157231
4076,ECS,Europa y Asia central,Sin region,Agregados,2006,18169148688223.4,18169148.6882234,3.83036192045667
4077,ECS,Europa y Asia central,Sin region,Agregados,2007,21229641721018.3,21229641.7210183,3.64505577048205
4078,ECS,Europa y Asia central,Sin region,Agregados,2008,23365169396298.7,23365169.3962987,1.0266198240615
4079,ECS,Europa y Asia central,Sin region,Agregados,2009,20549204615529.3,20549204.615529303,-4.43940754784305
4080,ECS,Europa y Asia central,Sin region,Agregados,2010,21021727246975.9,21021727.2469759,2.68511623219949
4081,ECS,Europa y Asia central,Sin region,Agregados,2011,23305519637939.6,23305519.637939602,2.32875439102571
4082,ECS,Europa y Asia central,Sin region,Agregados,2012,22449773808807.2,22449773.808807198,0.351186296180074
4083,ECS,Europa y Asia central,Sin region,Agregados,2013,23452495953074.9,23452495.9530749,0.849616032453568
4084,ECS,Europa y Asia central,Sin region,Agregados,2014,23779706739057.1,23779706.7390571,1.92351841106309
4085,ECS,Europa y Asia central,Sin region,Agregados,2015,20484146552459.3,20484146.5524593,2.08236005630904
4086,ECS,Europa y Asia central,Sin region,Agregados,2016,20418625057524.1,20418625.0575241,1.93595817989325
4087,ECS,Europa y Asia central,Sin region,Agregados,2017,21653936352095.6,21653936.3520956,2.87169948671033
4088,ECS,Europa y Asia central,Sin region,Agregados,2018,23193558169075.9,23193558.1690759,2.1781419667827
4089,ECS,Europa y Asia central,Sin region,Agregados,2019,22909981097693.6,22909981.0976936,1.79018369838072
4090,ECS,Europa y Asia central,Sin region,Agregados,2020,22139980728586.8,22139980.7285868,-5.59839252836744
4091,ECS,Europa y Asia central,Sin region,Agregados,2021,25082834224986.1,25082834.224986102,5.85739827963599
4216,EMU,Zona del Euro,Sin region,Agregados,1960,244832979621.286,244832.979621286,0.0
4217,EMU,Zona del Euro,Sin region,Agregados,1961,268965206140.915,268965.206140915,0.0
4218,EMU,Zona del Euro,Sin region,Agregados,1962,298819073251.177,298819.073251177,0.0
4219,EMU,Zona del Euro,Sin region,Agregados,1963,335341767111.3,335341.76711129997,0.0
4220,EMU,Zona del Euro,Sin region,Agregados,1964,373024154759.547,373024.154759547,0.0
4221,EMU,Zona del Euro,Sin region,Agregados,1965,407740569138.291,407740.569138291,0.0
4222,EMU,Zona del Euro,Sin region,Agregados,1966,444882753309.621,444882.75330962095,0.0
4223,EMU,Zona del Euro,Sin region,Agregados,1967,483418609566.274,483418.609566274,0.0
4224,EMU,Zona del Euro,Sin region,Agregados,1968,518991679523.801,518991.679523801,0.0
4225,EMU,Zona del Euro,Sin region,Agregados,1969,579332897735.763,579332.897735763,0.0
4226,EMU,Zona del Euro,Sin region,Agregados,1970,642618205440.966,642618.205440966,0.0
4227,EMU,Zona del Euro,Sin region,Agregados,1971,728350687665.193,728350.687665193,3.77288978113066
4228,EMU,Zona del Euro,Sin region,Agregados,1972,879866451210.211,879866.451210211,4.8912762602163
4229,EMU,Zona del Euro,Sin region,Agregados,1973,1142236798783.01,1142236.79878301,6.15160699386801
4230,EMU,Zona del Euro,Sin region,Agregados,1974,1295369935840.44,1295369.93584044,3.21372784826066
4231,EMU,Zona del Euro,Sin region,Agregados,1975,1501998691902.07,1501998.69190207,-0.772401817200802
4232,EMU,Zona del Euro,Sin region,Agregados,1976,1567495790394.23,1567495.79039423,5.02702675173671
4233,EMU,Zona del Euro,Sin region,Agregados,1977,1782978319993.57,1782978.31999357,3.08578269918398
4234,EMU,Zona del Euro,Sin region,Agregados,1978,2183343936515.71,2183343.93651571,3.12368465975869
4235,EMU,Zona del Euro,Sin region,Agregados,1979,2644833842318.66,2644833.84231866,3.87345406459947
4236,EMU,Zona del Euro,Sin region,Agregados,1980,2962181083319.03,2962181.08331903,2.15934806405129
4237,EMU,Zona del Euro,Sin region,Agregados,1981,2574375219647.74,2574375.21964774,0.523958611351077
4238,EMU,Zona del Euro,Sin region,Agregados,1982,2492495326231.07,2492495.32623107,0.712752695657286
4239,EMU,Zona del Euro,Sin region,Agregados,1983,2431611024346.65,2431611.02434665,1.39014795250768
4240,EMU,Zona del Euro,Sin region,Agregados,1984,2332403164199.5,2332403.1641995,2.37874073890887
4241,EMU,Zona del Euro,Sin region,Agregados,1985,2396184860778.49,2396184.86077849,2.3128861479788
4242,EMU,Zona del Euro,Sin region,Agregados,1986,3362907352245.57,3362907.3522455697,2.50751441187059
4243,EMU,Zona del Euro,Sin region,Agregados,1987,4159431451515.9,4159431.4515159,2.53357012758457
4244,EMU,Zona del Euro,Sin region,Agregados,1988,4574521460012.74,4574521.46001274,4.3059185189841
4245,EMU,Zona del Euro,Sin region,Agregados,1989,4672689376253.42,4672689.37625342,4.09959323255651
4246,EMU,Zona del Euro,Sin region,Agregados,1990,5880688023843.26,5880688.02384326,3.6038535229781
4247,EMU,Zona del Euro,Sin region,Agregados,1991,6114122875186.22,6114122.87518622,2.67737776199708
4248,EMU,Zona del Euro,Sin region,Agregados,1992,6745618204470.38,6745618.20447038,1.41768336255529
4249,EMU,Zona del Euro,Sin region,Agregados,1993,6172471796791.99,6172471.79679199,-0.661437270569536
4250,EMU,Zona del Euro,Sin region,Agregados,1994,6515617848992.98,6515617.84899298,2.46020129931257
4251,EMU,Zona del Euro,Sin region,Agregados,1995,7515452849974.94,7515452.8499749405,2.4203529269986
4252,EMU,Zona del Euro,Sin region,Agregados,1996,7604358498831.92,7604358.49883192,1.69043933714308
4253,EMU,Zona del Euro,Sin region,Agregados,1997,6952189647138.43,6952189.64713843,2.7078228838717
4254,EMU,Zona del Euro,Sin region,Agregados,1998,7149215002406.38,7149215.00240638,3.0363567581379
4255,EMU,Zona del Euro,Sin region,Agregados,1999,7116212677298.5,7116212.6772985,2.96492681549509
4256,EMU,Zona del Euro,Sin region,Agregados,2000,6495755148668.91,6495755.14866891,3.86516264046868
4257,EMU,Zona del Euro,Sin region,Agregados,2001,6596586819720.33,6596586.81972033,2.19576223144928
4258,EMU,Zona del Euro,Sin region,Agregados,2002,7200156656955.42,7200156.65695542,0.940351534879042
4259,EMU,Zona del Euro,Sin region,Agregados,2003,8862330817568.42,8862330.81756842,0.682209992455867
4260,EMU,Zona del Euro,Sin region,Agregados,2004,10160398631608.8,10160398.631608801,2.29393248023784
4261,EMU,Zona del Euro,Sin region,Agregados,2005,10523525439926.8,10523525.439926801,1.68149170402361
4262,EMU,Zona del Euro,Sin region,Agregados,2006,11184044960382.4,11184044.9603824,3.23085542936927
4263,EMU,Zona del Euro,Sin region,Agregados,2007,12879111960143.5,12879111.9601435,3.00164687320358
4264,EMU,Zona del Euro,Sin region,Agregados,2008,14158257793140.4,14158257.7931404,0.416671742833302
4265,EMU,Zona del Euro,Sin region,Agregados,2009,12938506838994.8,12938506.838994801,-4.5211394569593
4266,EMU,Zona del Euro,Sin region,Agregados,2010,12641746115447.3,12641746.115447301,2.18067877756826
4267,EMU,Zona del Euro,Sin region,Agregados,2011,13637892212888.5,13637892.2128885,1.71422894114306
4268,EMU,Zona del Euro,Sin region,Agregados,2012,12638778989120.2,12638778.989120198,-0.841832474822965
4269,EMU,Zona del Euro,Sin region,Agregados,2013,13196295674614.7,13196295.6746147,-0.219682323362605
4270,EMU,Zona del Euro,Sin region,Agregados,2014,13510071267777.2,13510071.267777199,1.40260543481234
4271,EMU,Zona del Euro,Sin region,Agregados,2015,11675505654188.3,11675505.654188301,2.0495684690151
4272,EMU,Zona del Euro,Sin region,Agregados,2016,11973697030154.2,11973697.030154198,1.86402426992913
4273,EMU,Zona del Euro,Sin region,Agregados,2017,12679719281959.4,12679719.2819594,2.61779343060869
4274,EMU,Zona del Euro,Sin region,Agregados,2018,13698192868965.1,13698192.8689651,1.78337860566837
4275,EMU,Zona del Euro,Sin region,Agregados,2019,13418170804151.7,13418170.804151699,1.58206835204705
